sequence_number,sequence,complete,length,id,document_name,link,sequences
1,to-so,True,2,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
2,o,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
3,LANA,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
4,14,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
5,ke-me-no,True,3,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
6,au-u-te,True,3,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
7,a-pe-i-si,True,4,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
8,separatum,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
9,ke-re-wa,True,3,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
10,LANA,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
11,9,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
12,M,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
13,1,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
14,P,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
15,6,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
16,o-mu-ka-ra,True,4,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
17,LANA,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
18,3,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
19,N,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
20,2,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
21,P,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
22,2,True,1,135,VOL X 2,https://liber.cnr.it/tablet/view/135,22
1,ku-pi-ri-ja,False,4,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
2,LANA,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
3,1,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
4,M,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
5,2,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
6,P,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
7,4,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
8,[?]-[?]-ku,False,3,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
9,ke,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
10,ja,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
11,M,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
12,2,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
13,P,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
14,1,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
15,sa-mu,False,2,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
16,1,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
17,qo-ja-te,False,3,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
18,P,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
19,1,False,1,136,VOL X 2,https://liber.cnr.it/tablet/view/136,19
1,e-na-po-na,True,4,137,VOL X 2,https://liber.cnr.it/tablet/view/137,8
2,o-nu,True,2,137,VOL X 2,https://liber.cnr.it/tablet/view/137,8
3,pa-i-ti-jo,True,4,137,VOL X 2,https://liber.cnr.it/tablet/view/137,8
4,e-ti-wa-ja-qe,True,5,137,VOL X 2,https://liber.cnr.it/tablet/view/137,8
5,LANA,True,1,137,VOL X 2,https://liber.cnr.it/tablet/view/137,8
6,qo-ja-te,True,3,137,VOL X 2,https://liber.cnr.it/tablet/view/137,8
7,a-pu-do-ke,True,4,137,VOL X 2,https://liber.cnr.it/tablet/view/137,8
8,ti-ra,True,2,137,VOL X 2,https://liber.cnr.it/tablet/view/137,8
1,o-nu-ke,True,3,138,VOL X 2,https://liber.cnr.it/tablet/view/138,3
2,LANA,True,1,138,VOL X 2,https://liber.cnr.it/tablet/view/138,3
3,5,True,1,138,VOL X 2,https://liber.cnr.it/tablet/view/138,3
1,ti-ra,True,2,139,VOL X 2,https://liber.cnr.it/tablet/view/139,5
2,a-mi-ke-te-to,True,5,139,VOL X 2,https://liber.cnr.it/tablet/view/139,5
3,ne-ki-ri-si,True,4,139,VOL X 2,https://liber.cnr.it/tablet/view/139,5
4,LANA,True,1,139,VOL X 2,https://liber.cnr.it/tablet/view/139,5
5,1,True,1,139,VOL X 2,https://liber.cnr.it/tablet/view/139,5
1,e-ki,True,2,140,VOL X 2,https://liber.cnr.it/tablet/view/140,5
2,ri-jo-ni-ja,True,4,140,VOL X 2,https://liber.cnr.it/tablet/view/140,5
3,to-sa,True,2,140,VOL X 2,https://liber.cnr.it/tablet/view/140,5
4,LANA,True,1,140,VOL X 2,https://liber.cnr.it/tablet/view/140,5
5,30,True,1,140,VOL X 2,https://liber.cnr.it/tablet/view/140,5
1,ne-wo,True,2,141,VOL X 2,https://liber.cnr.it/tablet/view/141,5
2,o-pi,True,2,141,VOL X 2,https://liber.cnr.it/tablet/view/141,5
3,po-po,True,2,141,VOL X 2,https://liber.cnr.it/tablet/view/141,5
4,LANA,True,1,141,VOL X 2,https://liber.cnr.it/tablet/view/141,5
5,4,True,1,141,VOL X 2,https://liber.cnr.it/tablet/view/141,5
1,o-pi,True,2,142,VOL X 2,https://liber.cnr.it/tablet/view/142,8
2,a-to-mo-na,True,4,142,VOL X 2,https://liber.cnr.it/tablet/view/142,8
3,LANA,True,1,142,VOL X 2,https://liber.cnr.it/tablet/view/142,8
4,2,True,1,142,VOL X 2,https://liber.cnr.it/tablet/view/142,8
5,o-pi,True,2,142,VOL X 2,https://liber.cnr.it/tablet/view/142,8
6,po-ro-i-ra,True,4,142,VOL X 2,https://liber.cnr.it/tablet/view/142,8
7,LANA,True,1,142,VOL X 2,https://liber.cnr.it/tablet/view/142,8
8,2,True,1,142,VOL X 2,https://liber.cnr.it/tablet/view/142,8
1,ne-we,False,2,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
2,pe-ko-to,False,3,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
3,*1641,False,1,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
4,e-pi-ro-pa-ja,False,5,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
5,o-du-we,False,3,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
6,te-o-po-ri-ja,False,5,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
7,M,False,1,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
8,2,False,1,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
9,i-jo-te,False,3,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
10,ku-su-a-ta-o,False,5,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
11,11,False,1,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
12,LANA,False,1,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
13,2,False,1,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
14,M,False,1,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
15,1,False,1,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
16,jo-du-mi,False,3,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
17,wo-ke,False,2,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
18,P,False,1,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
19,1,False,1,143,VOL X 2,https://liber.cnr.it/tablet/view/143,19
1,a-*65-na,False,3,144,VOL X 2,https://liber.cnr.it/tablet/view/144,4
2,e-re-u-ti-ja,False,5,144,VOL X 2,https://liber.cnr.it/tablet/view/144,4
3,LANA,False,1,144,VOL X 2,https://liber.cnr.it/tablet/view/144,4
4,1,False,1,144,VOL X 2,https://liber.cnr.it/tablet/view/144,4
1,e-re-u-ti-ja,True,5,145,VOL X 2,https://liber.cnr.it/tablet/view/145,4
2,ta-wa-ko-to,True,4,145,VOL X 2,https://liber.cnr.it/tablet/view/145,4
3,LANA,True,1,145,VOL X 2,https://liber.cnr.it/tablet/view/145,4
4,1,True,1,145,VOL X 2,https://liber.cnr.it/tablet/view/145,4
1,e-re-u-ti-ja,True,5,146,VOL X 2,https://liber.cnr.it/tablet/view/146,3
2,LANA,True,1,146,VOL X 2,https://liber.cnr.it/tablet/view/146,3
3,4,True,1,146,VOL X 2,https://liber.cnr.it/tablet/view/146,3
1,a-mi-ni-so,False,4,147,VOL X 2,https://liber.cnr.it/tablet/view/147,1
1,pa-i-to,True,3,148,VOL X 2,https://liber.cnr.it/tablet/view/148,5
2,ka-ra,True,2,148,VOL X 2,https://liber.cnr.it/tablet/view/148,5
3,a-me-a,True,3,148,VOL X 2,https://liber.cnr.it/tablet/view/148,5
4,LANA,True,1,148,VOL X 2,https://liber.cnr.it/tablet/view/148,5
5,M,True,1,148,VOL X 2,https://liber.cnr.it/tablet/view/148,5
1,LANA,True,1,149,VOL X 2,https://liber.cnr.it/tablet/view/149,3
2,PE,True,1,149,VOL X 2,https://liber.cnr.it/tablet/view/149,3
3,200,True,1,149,VOL X 2,https://liber.cnr.it/tablet/view/149,3
1,LANA,True,1,150,VOL X 2,https://liber.cnr.it/tablet/view/150,3
2,PE,True,1,150,VOL X 2,https://liber.cnr.it/tablet/view/150,3
3,500,True,1,150,VOL X 2,https://liber.cnr.it/tablet/view/150,3
1,wi-ri-za,True,3,151,VOL X 2,https://liber.cnr.it/tablet/view/151,2
2,LANA,True,1,151,VOL X 2,https://liber.cnr.it/tablet/view/151,2
1,ki-ri-ta-i,False,4,152,VOL X 2,https://liber.cnr.it/tablet/view/152,3
2,LANA,False,1,152,VOL X 2,https://liber.cnr.it/tablet/view/152,3
3,2,False,1,152,VOL X 2,https://liber.cnr.it/tablet/view/152,3
1,ni-ki-jo,False,3,153,VOL X 2,https://liber.cnr.it/tablet/view/153,2
2,LANA,False,1,153,VOL X 2,https://liber.cnr.it/tablet/view/153,2
1,nu-we,False,2,155,VOL X 2,https://liber.cnr.it/tablet/view/155,3
2,o-na,False,2,155,VOL X 2,https://liber.cnr.it/tablet/view/155,3
3,LANA,False,1,155,VOL X 2,https://liber.cnr.it/tablet/view/155,3
1,LANA,False,1,156,VOL X 2,https://liber.cnr.it/tablet/view/156,2
2,1,False,1,156,VOL X 2,https://liber.cnr.it/tablet/view/156,2
1,LANA,False,1,157,VOL X 2,https://liber.cnr.it/tablet/view/157,4
2,1,False,1,157,VOL X 2,https://liber.cnr.it/tablet/view/157,4
3,LANA,False,1,157,VOL X 2,https://liber.cnr.it/tablet/view/157,4
4,1,False,1,157,VOL X 2,https://liber.cnr.it/tablet/view/157,4
1,1,True,1,158,VOL X 2,https://liber.cnr.it/tablet/view/158,4
2,o,True,1,158,VOL X 2,https://liber.cnr.it/tablet/view/158,4
3,LANA,True,1,158,VOL X 2,https://liber.cnr.it/tablet/view/158,4
4,12,True,1,158,VOL X 2,https://liber.cnr.it/tablet/view/158,4
1,10,False,1,159,VOL X 2,https://liber.cnr.it/tablet/view/159,2
2,LANA,False,1,159,VOL X 2,https://liber.cnr.it/tablet/view/159,2
1,[?]-jo,False,2,160,VOL X 2,https://liber.cnr.it/tablet/view/160,4
2,LANA,False,1,160,VOL X 2,https://liber.cnr.it/tablet/view/160,4
3,M,False,1,160,VOL X 2,https://liber.cnr.it/tablet/view/160,4
4,2,False,1,160,VOL X 2,https://liber.cnr.it/tablet/view/160,4
1,LANA,True,1,161,VOL X 2,https://liber.cnr.it/tablet/view/161,2
2,250,True,1,161,VOL X 2,https://liber.cnr.it/tablet/view/161,2
1,ri,True,1,162,VOL X 2,https://liber.cnr.it/tablet/view/162,3
2,LANA,True,1,162,VOL X 2,https://liber.cnr.it/tablet/view/162,3
3,4,True,1,162,VOL X 2,https://liber.cnr.it/tablet/view/162,3
1,2,False,1,163,VOL X 2,https://liber.cnr.it/tablet/view/163,3
2,LANA,False,1,163,VOL X 2,https://liber.cnr.it/tablet/view/163,3
3,12,False,1,163,VOL X 2,https://liber.cnr.it/tablet/view/163,3
1,1,True,1,164,VOL X 2,https://liber.cnr.it/tablet/view/164,5
2,3,True,1,164,VOL X 2,https://liber.cnr.it/tablet/view/164,5
3,o,True,1,164,VOL X 2,https://liber.cnr.it/tablet/view/164,5
4,LANA,True,1,164,VOL X 2,https://liber.cnr.it/tablet/view/164,5
5,10,True,1,164,VOL X 2,https://liber.cnr.it/tablet/view/164,5
1,2,False,1,165,VOL X 2,https://liber.cnr.it/tablet/view/165,5
2,LANA,False,1,165,VOL X 2,https://liber.cnr.it/tablet/view/165,5
3,32,False,1,165,VOL X 2,https://liber.cnr.it/tablet/view/165,5
4,separatum,False,1,165,VOL X 2,https://liber.cnr.it/tablet/view/165,5
5,8,False,1,165,VOL X 2,https://liber.cnr.it/tablet/view/165,5
1,ra,False,1,166,VOL X 2,https://liber.cnr.it/tablet/view/166,3
2,LANA,False,1,166,VOL X 2,https://liber.cnr.it/tablet/view/166,3
3,5,False,1,166,VOL X 2,https://liber.cnr.it/tablet/view/166,3
1,ne,False,1,167,VOL X 2,https://liber.cnr.it/tablet/view/167,4
2,LANA,False,1,167,VOL X 2,https://liber.cnr.it/tablet/view/167,4
3,M,False,1,167,VOL X 2,https://liber.cnr.it/tablet/view/167,4
4,4,False,1,167,VOL X 2,https://liber.cnr.it/tablet/view/167,4
1,15,True,1,168,VOL X 2,https://liber.cnr.it/tablet/view/168,3
2,LANA,True,1,168,VOL X 2,https://liber.cnr.it/tablet/view/168,3
3,3,True,1,168,VOL X 2,https://liber.cnr.it/tablet/view/168,3
1,LANA,False,1,169,VOL X 2,https://liber.cnr.it/tablet/view/169,2
2,50,False,1,169,VOL X 2,https://liber.cnr.it/tablet/view/169,2
1,we,False,1,170,VOL X 2,https://liber.cnr.it/tablet/view/170,3
2,LANA,False,1,170,VOL X 2,https://liber.cnr.it/tablet/view/170,3
3,M,False,1,170,VOL X 2,https://liber.cnr.it/tablet/view/170,3
1,ta,True,1,171,VOL X 2,https://liber.cnr.it/tablet/view/171,4
2,LANA,True,1,171,VOL X 2,https://liber.cnr.it/tablet/view/171,4
3,1,True,1,171,VOL X 2,https://liber.cnr.it/tablet/view/171,4
4,da-i-ra,True,3,171,VOL X 2,https://liber.cnr.it/tablet/view/171,4
1,LANA,False,1,172,VOL X 2,https://liber.cnr.it/tablet/view/172,4
2,M,False,1,172,VOL X 2,https://liber.cnr.it/tablet/view/172,4
3,2,False,1,172,VOL X 2,https://liber.cnr.it/tablet/view/172,4
4,N,False,1,172,VOL X 2,https://liber.cnr.it/tablet/view/172,4
1,110,False,1,173,VOL X 2,https://liber.cnr.it/tablet/view/173,2
2,LANA,False,1,173,VOL X 2,https://liber.cnr.it/tablet/view/173,2
1,LANA,True,1,174,VOL X 2,https://liber.cnr.it/tablet/view/174,2
2,2,True,1,174,VOL X 2,https://liber.cnr.it/tablet/view/174,2
1,we-we-si-jo-jo,False,5,175,VOL X 2,https://liber.cnr.it/tablet/view/175,3
2,o,False,1,175,VOL X 2,https://liber.cnr.it/tablet/view/175,3
3,LANA,False,1,175,VOL X 2,https://liber.cnr.it/tablet/view/175,3
1,wi-ri-za,True,3,176,VOL X 2,https://liber.cnr.it/tablet/view/176,4
2,su-ri-mo,True,3,176,VOL X 2,https://liber.cnr.it/tablet/view/176,4
3,LANA,True,1,176,VOL X 2,https://liber.cnr.it/tablet/view/176,4
4,1,True,1,176,VOL X 2,https://liber.cnr.it/tablet/view/176,4
1,LANA,False,1,177,VOL X 2,https://liber.cnr.it/tablet/view/177,5
2,LANA,False,1,177,VOL X 2,https://liber.cnr.it/tablet/view/177,5
3,5,False,1,177,VOL X 2,https://liber.cnr.it/tablet/view/177,5
4,o,False,1,177,VOL X 2,https://liber.cnr.it/tablet/view/177,5
5,LANA,False,1,177,VOL X 2,https://liber.cnr.it/tablet/view/177,5
1,ne-a,True,2,178,VOL X 2,https://liber.cnr.it/tablet/view/178,2
2,LANA,True,1,178,VOL X 2,https://liber.cnr.it/tablet/view/178,2
1,LANA,False,1,179,VOL X 2,https://liber.cnr.it/tablet/view/179,3
2,M,False,1,179,VOL X 2,https://liber.cnr.it/tablet/view/179,3
3,1,False,1,179,VOL X 2,https://liber.cnr.it/tablet/view/179,3
1,LANA,True,1,180,VOL X 2,https://liber.cnr.it/tablet/view/180,2
2,20,True,1,180,VOL X 2,https://liber.cnr.it/tablet/view/180,2
1,LANA,False,1,181,VOL X 2,https://liber.cnr.it/tablet/view/181,2
2,10,False,1,181,VOL X 2,https://liber.cnr.it/tablet/view/181,2
1,o,False,1,182,VOL X 2,https://liber.cnr.it/tablet/view/182,2
2,LANA,False,1,182,VOL X 2,https://liber.cnr.it/tablet/view/182,2
1,LANA,False,1,183,VOL X 2,https://liber.cnr.it/tablet/view/183,4
2,4,False,1,183,VOL X 2,https://liber.cnr.it/tablet/view/183,4
3,M,False,1,183,VOL X 2,https://liber.cnr.it/tablet/view/183,4
4,1,False,1,183,VOL X 2,https://liber.cnr.it/tablet/view/183,4
1,100,False,1,184,VOL X 2,https://liber.cnr.it/tablet/view/184,2
2,LANA,False,1,184,VOL X 2,https://liber.cnr.it/tablet/view/184,2
1,LANA,False,1,185,VOL X 2,https://liber.cnr.it/tablet/view/185,2
2,10,False,1,185,VOL X 2,https://liber.cnr.it/tablet/view/185,2
1,2,False,1,186,VOL X 2,https://liber.cnr.it/tablet/view/186,2
2,LANA,False,1,186,VOL X 2,https://liber.cnr.it/tablet/view/186,2
1,20,False,1,187,VOL X 2,https://liber.cnr.it/tablet/view/187,3
2,12,False,1,187,VOL X 2,https://liber.cnr.it/tablet/view/187,3
3,LANA,False,1,187,VOL X 2,https://liber.cnr.it/tablet/view/187,3
1,LANA,True,1,188,VOL X 2,https://liber.cnr.it/tablet/view/188,2
2,6,True,1,188,VOL X 2,https://liber.cnr.it/tablet/view/188,2
1,LANA,True,1,189,VOL X 2,https://liber.cnr.it/tablet/view/189,4
2,22,True,1,189,VOL X 2,https://liber.cnr.it/tablet/view/189,4
3,LANA,True,1,189,VOL X 2,https://liber.cnr.it/tablet/view/189,4
4,13,True,1,189,VOL X 2,https://liber.cnr.it/tablet/view/189,4
1,2,True,1,190,VOL X 2,https://liber.cnr.it/tablet/view/190,3
2,3,True,1,190,VOL X 2,https://liber.cnr.it/tablet/view/190,3
3,M,True,1,190,VOL X 2,https://liber.cnr.it/tablet/view/190,3
1,4,False,1,191,VOL X 2,https://liber.cnr.it/tablet/view/191,4
2,M,False,1,191,VOL X 2,https://liber.cnr.it/tablet/view/191,4
3,LANA,False,1,191,VOL X 2,https://liber.cnr.it/tablet/view/191,4
4,3,False,1,191,VOL X 2,https://liber.cnr.it/tablet/view/191,4
1,6,False,1,192,VOL X 2,https://liber.cnr.it/tablet/view/192,2
2,LANA,False,1,192,VOL X 2,https://liber.cnr.it/tablet/view/192,2
1,OVISm,False,1,193,VOL X 2,https://liber.cnr.it/tablet/view/193,3
2,LANA,False,1,193,VOL X 2,https://liber.cnr.it/tablet/view/193,3
3,10,False,1,193,VOL X 2,https://liber.cnr.it/tablet/view/193,3
1,LANA,False,1,194,VOL X 2,https://liber.cnr.it/tablet/view/194,3
2,40,False,1,194,VOL X 2,https://liber.cnr.it/tablet/view/194,3
3,o,False,1,194,VOL X 2,https://liber.cnr.it/tablet/view/194,3
1,LANA,False,1,195,VOL X 2,https://liber.cnr.it/tablet/view/195,3
2,M,False,1,195,VOL X 2,https://liber.cnr.it/tablet/view/195,3
3,1,False,1,195,VOL X 2,https://liber.cnr.it/tablet/view/195,3
1,6,True,1,196,VOL X 2,https://liber.cnr.it/tablet/view/196,4
2,o,True,1,196,VOL X 2,https://liber.cnr.it/tablet/view/196,4
3,LANA,True,1,196,VOL X 2,https://liber.cnr.it/tablet/view/196,4
4,7,True,1,196,VOL X 2,https://liber.cnr.it/tablet/view/196,4
1,LANA,False,1,197,VOL X 2,https://liber.cnr.it/tablet/view/197,2
2,10,False,1,197,VOL X 2,https://liber.cnr.it/tablet/view/197,2
1,1,False,1,198,VOL X 2,https://liber.cnr.it/tablet/view/198,4
2,o,False,1,198,VOL X 2,https://liber.cnr.it/tablet/view/198,4
3,LANA,False,1,198,VOL X 2,https://liber.cnr.it/tablet/view/198,4
4,1,False,1,198,VOL X 2,https://liber.cnr.it/tablet/view/198,4
1,70,False,1,199,VOL X 2,https://liber.cnr.it/tablet/view/199,2
2,LANA,False,1,199,VOL X 2,https://liber.cnr.it/tablet/view/199,2
1,2,False,1,201,VOL X 2,https://liber.cnr.it/tablet/view/201,3
2,o,False,1,201,VOL X 2,https://liber.cnr.it/tablet/view/201,3
3,LANA,False,1,201,VOL X 2,https://liber.cnr.it/tablet/view/201,3
1,o,False,1,202,VOL X 2,https://liber.cnr.it/tablet/view/202,2
2,LANA,False,1,202,VOL X 2,https://liber.cnr.it/tablet/view/202,2
1,LANA,False,1,203,VOL X 2,https://liber.cnr.it/tablet/view/203,1
1,LANA,False,1,204,VOL X 2,https://liber.cnr.it/tablet/view/204,1
1,LANA,False,1,205,VOL X 2,https://liber.cnr.it/tablet/view/205,1
1,LANA,False,1,206,VOL X 2,https://liber.cnr.it/tablet/view/206,1
1,o,True,1,208,VOL X 2,https://liber.cnr.it/tablet/view/208,2
2,LANA,True,1,208,VOL X 2,https://liber.cnr.it/tablet/view/208,2
1,LANA,False,1,209,VOL X 2,https://liber.cnr.it/tablet/view/209,1
1,pa-i-ti-ja,False,4,210,VOL X 2,https://liber.cnr.it/tablet/view/210,12
2,M,False,1,210,VOL X 2,https://liber.cnr.it/tablet/view/210,12
3,130,False,1,210,VOL X 2,https://liber.cnr.it/tablet/view/210,12
4,da-wi-ja,False,3,210,VOL X 2,https://liber.cnr.it/tablet/view/210,12
5,M,False,1,210,VOL X 2,https://liber.cnr.it/tablet/view/210,12
6,60,False,1,210,VOL X 2,https://liber.cnr.it/tablet/view/210,12
7,separatum,False,1,210,VOL X 2,https://liber.cnr.it/tablet/view/210,12
8,to,False,1,210,VOL X 2,https://liber.cnr.it/tablet/view/210,12
9,M,False,1,210,VOL X 2,https://liber.cnr.it/tablet/view/210,12
10,40,False,1,210,VOL X 2,https://liber.cnr.it/tablet/view/210,12
11,M,False,1,210,VOL X 2,https://liber.cnr.it/tablet/view/210,12
12,4,False,1,210,VOL X 2,https://liber.cnr.it/tablet/view/210,12
1,su-ri-mi-jo,True,4,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
2,u-ta-ni-jo,True,4,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
3,ti-ri-ti-jo,True,4,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
4,M,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
5,6,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
6,qa-mi-jo,True,3,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
7,M,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
8,6,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
9,pu-si-jo,True,3,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
10,M,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
11,5,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
12,ru-ki-ti-jo,True,4,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
13,M,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
14,9,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
15,tu-ri-si-jo,True,4,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
16,M,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
17,4,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
18,qa-ra-jo,True,3,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
19,M,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
20,9,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
21,to-so,True,2,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
22,M,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
23,47,True,1,211,VOL X 2,https://liber.cnr.it/tablet/view/211,23
1,mo-ri-wo-do,False,4,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
2,M,False,1,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
3,3,False,1,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
4,2,False,1,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
5,mo-ri-wo-do,False,4,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
6,M,False,1,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
7,3,False,1,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
8,N,False,1,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
9,2,False,1,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
10,mo-ri-wo-do,False,4,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
11,M,False,1,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
12,3,False,1,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
13,mo-ri-wo-do,False,4,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
14,M,False,1,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
15,1,False,1,212,VOL X 2,https://liber.cnr.it/tablet/view/212,15
1,RO,True,1,213,VOL X 2,https://liber.cnr.it/tablet/view/213,6
2,2,True,1,213,VOL X 2,https://liber.cnr.it/tablet/view/213,6
3,ra-jo,True,2,213,VOL X 2,https://liber.cnr.it/tablet/view/213,6
4,qa-ra-o,True,3,213,VOL X 2,https://liber.cnr.it/tablet/view/213,6
5,P,True,1,213,VOL X 2,https://liber.cnr.it/tablet/view/213,6
6,1,True,1,213,VOL X 2,https://liber.cnr.it/tablet/view/213,6
1,jo-a-mi-ni-so-de,False,6,214,VOL X 2,https://liber.cnr.it/tablet/view/214,11
2,di-do,False,2,214,VOL X 2,https://liber.cnr.it/tablet/view/214,11
3,ku-pe-se-ro,False,4,214,VOL X 2,https://liber.cnr.it/tablet/view/214,11
4,M,False,1,214,VOL X 2,https://liber.cnr.it/tablet/view/214,11
5,30,False,1,214,VOL X 2,https://liber.cnr.it/tablet/view/214,11
6,me-to-re,False,3,214,VOL X 2,https://liber.cnr.it/tablet/view/214,11
7,M,False,1,214,VOL X 2,https://liber.cnr.it/tablet/view/214,11
8,ne-ri-wa-to,False,4,214,VOL X 2,https://liber.cnr.it/tablet/view/214,11
9,M,False,1,214,VOL X 2,https://liber.cnr.it/tablet/view/214,11
10,15,False,1,214,VOL X 2,https://liber.cnr.it/tablet/view/214,11
11,pi-ri,False,2,214,VOL X 2,https://liber.cnr.it/tablet/view/214,11
1,P,True,1,215,VOL X 2,https://liber.cnr.it/tablet/view/215,5
2,4,True,1,215,VOL X 2,https://liber.cnr.it/tablet/view/215,5
3,no,True,1,215,VOL X 2,https://liber.cnr.it/tablet/view/215,5
4,P,True,1,215,VOL X 2,https://liber.cnr.it/tablet/view/215,5
5,4,True,1,215,VOL X 2,https://liber.cnr.it/tablet/view/215,5
1,P,True,1,216,VOL X 2,https://liber.cnr.it/tablet/view/216,4
