sequence_number,sequence,complete,length,id,document_name,link,sequences
1,ku-pi-ri-jo,False,4,1201,VOL X 2,https://liber.cnr.it/tablet/view/1201,2
2,ka-ra,False,2,1201,VOL X 2,https://liber.cnr.it/tablet/view/1201,2
1,ti-ri,False,2,1202,VOL X 2,https://liber.cnr.it/tablet/view/1202,3
2,tu-ri-so,False,3,1202,VOL X 2,https://liber.cnr.it/tablet/view/1202,3
3,pe-do,False,2,1202,VOL X 2,https://liber.cnr.it/tablet/view/1202,3
1,pa-i-to,False,3,1203,VOL X 2,https://liber.cnr.it/tablet/view/1203,2
2,e,False,1,1203,VOL X 2,https://liber.cnr.it/tablet/view/1203,2
1,ne-wo,True,2,1204,VOL X 2,https://liber.cnr.it/tablet/view/1204,5
2,za-we,True,2,1204,VOL X 2,https://liber.cnr.it/tablet/view/1204,5
3,separatum,True,1,1204,VOL X 2,https://liber.cnr.it/tablet/view/1204,5
4,a-ro-we,True,3,1204,VOL X 2,https://liber.cnr.it/tablet/view/1204,5
5,a-nu-to,True,3,1204,VOL X 2,https://liber.cnr.it/tablet/view/1204,5
1,ka,False,1,1205,VOL X 2,https://liber.cnr.it/tablet/view/1205,3
2,se-to-i-ja,False,4,1205,VOL X 2,https://liber.cnr.it/tablet/view/1205,3
3,a,False,1,1205,VOL X 2,https://liber.cnr.it/tablet/view/1205,3
1,ko-we-ja,True,3,1206,VOL X 2,https://liber.cnr.it/tablet/view/1206,3
2,pa-i-to,True,3,1206,VOL X 2,https://liber.cnr.it/tablet/view/1206,3
3,a-nu-to-jo,True,4,1206,VOL X 2,https://liber.cnr.it/tablet/view/1206,3
1,ke-do-ro,False,3,1207,VOL X 2,https://liber.cnr.it/tablet/view/1207,1
1,di-wi-pa-ra,False,4,1208,VOL X 2,https://liber.cnr.it/tablet/view/1208,6
2,e-ra,False,2,1208,VOL X 2,https://liber.cnr.it/tablet/view/1208,6
3,te-wo,False,2,1208,VOL X 2,https://liber.cnr.it/tablet/view/1208,6
4,e-ra,False,2,1208,VOL X 2,https://liber.cnr.it/tablet/view/1208,6
5,ri-ni-jo,False,3,1208,VOL X 2,https://liber.cnr.it/tablet/view/1208,6
6,1,False,1,1208,VOL X 2,https://liber.cnr.it/tablet/view/1208,6
1,da-da-re-jo-de,False,5,1209,VOL X 2,https://liber.cnr.it/tablet/view/1209,1
1,a-ro₂-a,True,3,1210,VOL X 2,https://liber.cnr.it/tablet/view/1210,5
2,sa,True,1,1210,VOL X 2,https://liber.cnr.it/tablet/view/1210,5
3,a-pu-do-si,True,4,1210,VOL X 2,https://liber.cnr.it/tablet/view/1210,5
4,me-sa-ta,True,3,1210,VOL X 2,https://liber.cnr.it/tablet/view/1210,5
5,ka-a-na,True,3,1210,VOL X 2,https://liber.cnr.it/tablet/view/1210,5
1,ko-a,False,2,1211,VOL X 2,https://liber.cnr.it/tablet/view/1211,2
2,ra-ja,False,2,1211,VOL X 2,https://liber.cnr.it/tablet/view/1211,2
1,to-so,False,2,1212,VOL X 2,https://liber.cnr.it/tablet/view/1212,2
2,e,False,1,1212,VOL X 2,https://liber.cnr.it/tablet/view/1212,2
1,a,True,1,1213,VOL X 2,https://liber.cnr.it/tablet/view/1213,2
2,a-mi-ni-si-ja,True,5,1213,VOL X 2,https://liber.cnr.it/tablet/view/1213,2
1,ma-sa-de,True,3,1214,VOL X 2,https://liber.cnr.it/tablet/view/1214,2
2,ti-ta-ma-i,True,4,1214,VOL X 2,https://liber.cnr.it/tablet/view/1214,2
1,ra,False,1,1215,VOL X 2,https://liber.cnr.it/tablet/view/1215,4
2,mi-ra,False,2,1215,VOL X 2,https://liber.cnr.it/tablet/view/1215,4
3,a-sa-mi,False,3,1215,VOL X 2,https://liber.cnr.it/tablet/view/1215,4
4,ka,False,1,1215,VOL X 2,https://liber.cnr.it/tablet/view/1215,4
1,zo-wa,False,2,1216,VOL X 2,https://liber.cnr.it/tablet/view/1216,3
2,a-ze-to,False,3,1216,VOL X 2,https://liber.cnr.it/tablet/view/1216,3
3,e,False,1,1216,VOL X 2,https://liber.cnr.it/tablet/view/1216,3
1,e-ka-te-jo,False,4,1217,VOL X 2,https://liber.cnr.it/tablet/view/1217,2
2,ke-ni-qe-te-we,False,5,1217,VOL X 2,https://liber.cnr.it/tablet/view/1217,2
1,[?]-[?],True,2,1218,VOL X 2,https://liber.cnr.it/tablet/view/1218,3
2,wi-tu-ri-jo,True,4,1218,VOL X 2,https://liber.cnr.it/tablet/view/1218,3
3,a-mo-te-re,True,4,1218,VOL X 2,https://liber.cnr.it/tablet/view/1218,3
1,pa-ro,False,2,1219,VOL X 2,https://liber.cnr.it/tablet/view/1219,2
2,a-da-ra-ko,False,4,1219,VOL X 2,https://liber.cnr.it/tablet/view/1219,2
1,ka-ta-no,False,3,1220,VOL X 2,https://liber.cnr.it/tablet/view/1220,2
2,wa-tu,False,2,1220,VOL X 2,https://liber.cnr.it/tablet/view/1220,2
1,pu-ko-to,True,3,1221,VOL X 2,https://liber.cnr.it/tablet/view/1221,1
1,si-ra-si-ja,False,4,1222,VOL X 2,https://liber.cnr.it/tablet/view/1222,5
2,ti-ta-ma,False,3,1222,VOL X 2,https://liber.cnr.it/tablet/view/1222,5
3,pa-no,False,2,1222,VOL X 2,https://liber.cnr.it/tablet/view/1222,5
4,ku-pe-te-jo,False,4,1222,VOL X 2,https://liber.cnr.it/tablet/view/1222,5
5,ko-ro-ki-no,False,4,1222,VOL X 2,https://liber.cnr.it/tablet/view/1222,5
1,da-*83-ja,True,3,1223,VOL X 2,https://liber.cnr.it/tablet/view/1223,4
2,po-pu-re-jo,True,4,1223,VOL X 2,https://liber.cnr.it/tablet/view/1223,4
3,to-so,True,2,1223,VOL X 2,https://liber.cnr.it/tablet/view/1223,4
4,wa-na-ka-te-ro,True,5,1223,VOL X 2,https://liber.cnr.it/tablet/view/1223,4
1,tu-ru-pe-te,False,4,1224,VOL X 2,https://liber.cnr.it/tablet/view/1224,1
1,e-we-ki-ta,True,4,1225,VOL X 2,https://liber.cnr.it/tablet/view/1225,1
1,e-ru-sa,False,3,1226,VOL X 2,https://liber.cnr.it/tablet/view/1226,3
2,OLE,False,1,1226,VOL X 2,https://liber.cnr.it/tablet/view/1226,3
3,1,False,1,1226,VOL X 2,https://liber.cnr.it/tablet/view/1226,3
1,sa-pa-nu-wo,False,4,1227,VOL X 2,https://liber.cnr.it/tablet/view/1227,4
2,me-no,False,2,1227,VOL X 2,https://liber.cnr.it/tablet/view/1227,4
3,pe-ra₂,False,2,1227,VOL X 2,https://liber.cnr.it/tablet/view/1227,4
4,wo,False,1,1227,VOL X 2,https://liber.cnr.it/tablet/view/1227,4
1,to-so,True,2,1228,VOL X 2,https://liber.cnr.it/tablet/view/1228,1
1,ko-ro-we-ja,True,4,1229,VOL X 2,https://liber.cnr.it/tablet/view/1229,1
1,ku-ru-so,False,3,1230,VOL X 2,https://liber.cnr.it/tablet/view/1230,2
2,po-ro-we,False,3,1230,VOL X 2,https://liber.cnr.it/tablet/view/1230,2
1,ka-pu₂-sa-jo,True,4,1231,VOL X 2,https://liber.cnr.it/tablet/view/1231,3
2,pa-na-so,True,3,1231,VOL X 2,https://liber.cnr.it/tablet/view/1231,3
3,te-re-ta,True,3,1231,VOL X 2,https://liber.cnr.it/tablet/view/1231,3
1,jo,True,1,1232,VOL X 2,https://liber.cnr.it/tablet/view/1232,2
2,da-mi-ni-jo,True,4,1232,VOL X 2,https://liber.cnr.it/tablet/view/1232,2
1,te-re,False,2,1233,VOL X 2,https://liber.cnr.it/tablet/view/1233,3
2,ko-no-si-ja,False,4,1233,VOL X 2,https://liber.cnr.it/tablet/view/1233,3
3,ra-wa-ke,False,3,1233,VOL X 2,https://liber.cnr.it/tablet/view/1233,3
1,ra-su-to,False,3,1234,VOL X 2,https://liber.cnr.it/tablet/view/1234,1
1,ki-ri-ko,True,3,1235,VOL X 2,https://liber.cnr.it/tablet/view/1235,1
1,ru-wo,False,2,1236,VOL X 2,https://liber.cnr.it/tablet/view/1236,2
2,me-ri-du,False,3,1236,VOL X 2,https://liber.cnr.it/tablet/view/1236,2
1,to-sa,False,2,1237,VOL X 2,https://liber.cnr.it/tablet/view/1237,4
2,ka-ro-qo,False,3,1237,VOL X 2,https://liber.cnr.it/tablet/view/1237,4
3,to-sa,False,2,1237,VOL X 2,https://liber.cnr.it/tablet/view/1237,4
4,ka-tu-re-wi,False,4,1237,VOL X 2,https://liber.cnr.it/tablet/view/1237,4
1,no,False,1,1238,VOL X 2,https://liber.cnr.it/tablet/view/1238,2
2,pu-sa-ra,False,3,1238,VOL X 2,https://liber.cnr.it/tablet/view/1238,2
1,a-no-qo-ta,False,4,1239,VOL X 2,https://liber.cnr.it/tablet/view/1239,2
2,da-ma-o-te,False,4,1239,VOL X 2,https://liber.cnr.it/tablet/view/1239,2
1,ti-ri-ti-ja,False,4,1240,VOL X 2,https://liber.cnr.it/tablet/view/1240,2
2,ki-ta-no,False,3,1240,VOL X 2,https://liber.cnr.it/tablet/view/1240,2
1,si-jo-jo,False,3,1241,VOL X 2,https://liber.cnr.it/tablet/view/1241,2
2,te-pa,False,2,1241,VOL X 2,https://liber.cnr.it/tablet/view/1241,2
1,a-ra-si-jo,False,4,1242,VOL X 2,https://liber.cnr.it/tablet/view/1242,2
2,a,False,1,1242,VOL X 2,https://liber.cnr.it/tablet/view/1242,2
1,ta-u-na,False,3,1244,VOL X 2,https://liber.cnr.it/tablet/view/1244,1
1,ku-ru-ni-ta,False,4,1245,VOL X 2,https://liber.cnr.it/tablet/view/1245,4
2,to,False,1,1245,VOL X 2,https://liber.cnr.it/tablet/view/1245,4
3,separatum,False,1,1245,VOL X 2,https://liber.cnr.it/tablet/view/1245,4
4,sa-nu-we-si-jo,False,5,1245,VOL X 2,https://liber.cnr.it/tablet/view/1245,4
1,ku-ta-ti,False,3,1246,VOL X 2,https://liber.cnr.it/tablet/view/1246,3
2,da-wo,False,2,1246,VOL X 2,https://liber.cnr.it/tablet/view/1246,3
3,ki,False,1,1246,VOL X 2,https://liber.cnr.it/tablet/view/1246,3
1,ma-ri-jo,False,3,1247,VOL X 2,https://liber.cnr.it/tablet/view/1247,3
2,si,False,1,1247,VOL X 2,https://liber.cnr.it/tablet/view/1247,3
3,po-ka,False,2,1247,VOL X 2,https://liber.cnr.it/tablet/view/1247,3
1,a-mi-ni-si-jo,False,5,1248,VOL X 2,https://liber.cnr.it/tablet/view/1248,2
2,ka,False,1,1248,VOL X 2,https://liber.cnr.it/tablet/view/1248,2
1,qa-no,False,2,1249,VOL X 2,https://liber.cnr.it/tablet/view/1249,1
1,pi-za-ra,False,3,1250,VOL X 2,https://liber.cnr.it/tablet/view/1250,4
2,ra-ni,False,2,1250,VOL X 2,https://liber.cnr.it/tablet/view/1250,4
3,sa,False,1,1250,VOL X 2,https://liber.cnr.it/tablet/view/1250,4
4,pi-ri,False,2,1250,VOL X 2,https://liber.cnr.it/tablet/view/1250,4
1,u-ta,False,2,1251,VOL X 2,https://liber.cnr.it/tablet/view/1251,1
1,sa-so,False,2,1252,VOL X 2,https://liber.cnr.it/tablet/view/1252,1
1,ze-wa-so,False,3,1253,VOL X 2,https://liber.cnr.it/tablet/view/1253,2
2,pi,False,1,1253,VOL X 2,https://liber.cnr.it/tablet/view/1253,2
1,ni-sa,False,2,1254,VOL X 2,https://liber.cnr.it/tablet/view/1254,2
2,te-u,False,2,1254,VOL X 2,https://liber.cnr.it/tablet/view/1254,2
1,330,False,1,1255,VOL X 2,https://liber.cnr.it/tablet/view/1255,1
1,o-pi,False,2,1256,VOL X 2,https://liber.cnr.it/tablet/view/1256,4
2,we-a,False,2,1256,VOL X 2,https://liber.cnr.it/tablet/view/1256,4
3,separatum,False,1,1256,VOL X 2,https://liber.cnr.it/tablet/view/1256,4
4,60,False,1,1256,VOL X 2,https://liber.cnr.it/tablet/view/1256,4
1,a,False,1,1257,VOL X 2,https://liber.cnr.it/tablet/view/1257,1
1,te-wi-ja,False,3,1258,VOL X 2,https://liber.cnr.it/tablet/view/1258,1
1,te,False,1,1259,VOL X 2,https://liber.cnr.it/tablet/view/1259,1
1,u-ta-no,True,3,1260,VOL X 2,https://liber.cnr.it/tablet/view/1260,3
2,a,True,1,1260,VOL X 2,https://liber.cnr.it/tablet/view/1260,3
3,u-ta-no,True,3,1260,VOL X 2,https://liber.cnr.it/tablet/view/1260,3
1,si-ja,False,2,1261,VOL X 2,https://liber.cnr.it/tablet/view/1261,1
1,separatum,True,1,1262,VOL X 2,https://liber.cnr.it/tablet/view/1262,1
1,2,False,1,1263,VOL X 2,https://liber.cnr.it/tablet/view/1263,2
2,9,False,1,1263,VOL X 2,https://liber.cnr.it/tablet/view/1263,2
1,a-pi,False,2,1264,VOL X 2,https://liber.cnr.it/tablet/view/1264,3
2,se-to-i-ja,False,4,1264,VOL X 2,https://liber.cnr.it/tablet/view/1264,3
3,o-pi,False,2,1264,VOL X 2,https://liber.cnr.it/tablet/view/1264,3
1,2000,False,1,1265,VOL X 2,https://liber.cnr.it/tablet/view/1265,1
1,i-ta,False,2,1266,VOL X 2,https://liber.cnr.it/tablet/view/1266,1
1,ma-ti,False,2,1268,VOL X 2,https://liber.cnr.it/tablet/view/1268,1
1,pi,False,1,1269,VOL X 2,https://liber.cnr.it/tablet/view/1269,2
2,ki-ri,False,2,1269,VOL X 2,https://liber.cnr.it/tablet/view/1269,2
1,qa-sa,False,2,1270,VOL X 2,https://liber.cnr.it/tablet/view/1270,1
1,jo,False,1,1271,VOL X 2,https://liber.cnr.it/tablet/view/1271,1
1,re-u,False,2,1272,VOL X 2,https://liber.cnr.it/tablet/view/1272,1
1,2,False,1,1273,VOL X 2,https://liber.cnr.it/tablet/view/1273,2
2,M,False,1,1273,VOL X 2,https://liber.cnr.it/tablet/view/1273,2
1,o-pi,True,2,1274,VOL X 2,https://liber.cnr.it/tablet/view/1274,1
1,ke,False,1,1275,VOL X 2,https://liber.cnr.it/tablet/view/1275,1
1,ta-pa,False,2,1276,VOL X 2,https://liber.cnr.it/tablet/view/1276,1
1,6,False,1,1277,VOL X 2,https://liber.cnr.it/tablet/view/1277,1
1,to-de,False,2,1278,VOL X 2,https://liber.cnr.it/tablet/view/1278,1
1,ri-*65,False,2,1279,VOL X 2,https://liber.cnr.it/tablet/view/1279,3
2,separatum,False,1,1279,VOL X 2,https://liber.cnr.it/tablet/view/1279,3
3,tu,False,1,1279,VOL X 2,https://liber.cnr.it/tablet/view/1279,3
1,tu-ni,False,2,1280,VOL X 2,https://liber.cnr.it/tablet/view/1280,1
1,ra-to-po-ro,False,4,1281,VOL X 2,https://liber.cnr.it/tablet/view/1281,1
1,a-mi-ni-si,False,4,1282,VOL X 2,https://liber.cnr.it/tablet/view/1282,1
1,*64-jo,False,2,1283,VOL X 2,https://liber.cnr.it/tablet/view/1283,1
1,si-jo,False,2,1284,VOL X 2,https://liber.cnr.it/tablet/view/1284,1
1,ke-ne,False,2,1285,VOL X 2,https://liber.cnr.it/tablet/view/1285,1
1,te-ja-ro,False,3,1286,VOL X 2,https://liber.cnr.it/tablet/view/1286,2
2,1,False,1,1286,VOL X 2,https://liber.cnr.it/tablet/view/1286,2
1,1,False,1,1287,VOL X 2,https://liber.cnr.it/tablet/view/1287,2
2,a-me,False,2,1287,VOL X 2,https://liber.cnr.it/tablet/view/1287,2
1,te-re-wa,False,3,1288,VOL X 2,https://liber.cnr.it/tablet/view/1288,1
1,ku-ta,False,2,1289,VOL X 2,https://liber.cnr.it/tablet/view/1289,1
1,ni-ja,False,2,1290,VOL X 2,https://liber.cnr.it/tablet/view/1290,1
1,me,False,1,1291,VOL X 2,https://liber.cnr.it/tablet/view/1291,1
1,ke,False,1,1292,VOL X 2,https://liber.cnr.it/tablet/view/1292,2
2,po-se-da-o,False,4,1292,VOL X 2,https://liber.cnr.it/tablet/view/1292,2
1,ta,False,1,1293,VOL X 2,https://liber.cnr.it/tablet/view/1293,2
2,da-wo,False,2,1293,VOL X 2,https://liber.cnr.it/tablet/view/1293,2
1,[?]-pi-da-mo,False,4,1294,VOL X 2,https://liber.cnr.it/tablet/view/1294,1
1,si-jo,False,2,1295,VOL X 2,https://liber.cnr.it/tablet/view/1295,1
1,2,False,1,1296,VOL X 2,https://liber.cnr.it/tablet/view/1296,2
2,2,False,1,1296,VOL X 2,https://liber.cnr.it/tablet/view/1296,2
1,3,False,1,1297,VOL X 2,https://liber.cnr.it/tablet/view/1297,1
1,wa-te,False,2,1298,VOL X 2,https://liber.cnr.it/tablet/view/1298,1
1,mi,False,1,1299,VOL X 2,https://liber.cnr.it/tablet/view/1299,1
1,ta,False,1,1300,VOL X 2,https://liber.cnr.it/tablet/view/1300,2
2,separatum,False,1,1300,VOL X 2,https://liber.cnr.it/tablet/view/1300,2
1,55,False,1,1301,VOL X 2,https://liber.cnr.it/tablet/view/1301,1
1,ta-na-du,False,3,1302,VOL X 2,https://liber.cnr.it/tablet/view/1302,1
1,23,False,1,1303,VOL X 2,https://liber.cnr.it/tablet/view/1303,1
1,ta,False,1,1304,VOL X 2,https://liber.cnr.it/tablet/view/1304,1
1,a-re,False,2,1305,VOL X 2,https://liber.cnr.it/tablet/view/1305,1
1,qa-ra,False,2,1306,VOL X 2,https://liber.cnr.it/tablet/view/1306,2
2,a,False,1,1306,VOL X 2,https://liber.cnr.it/tablet/view/1306,2
1,me-na-wa-te,False,4,1307,VOL X 2,https://liber.cnr.it/tablet/view/1307,1
1,a-ja-me-na,False,4,1308,VOL X 2,https://liber.cnr.it/tablet/view/1308,2
2,a,False,1,1308,VOL X 2,https://liber.cnr.it/tablet/view/1308,2
1,po-ku-te-ro,False,4,1309,VOL X 2,https://liber.cnr.it/tablet/view/1309,1
1,ku,False,1,1310,VOL X 2,https://liber.cnr.it/tablet/view/1310,1
1,ma-sa,False,2,1311,VOL X 2,https://liber.cnr.it/tablet/view/1311,1
1,a-pu-do-si,False,4,1312,VOL X 2,https://liber.cnr.it/tablet/view/1312,1
1,wi-na-jo,False,3,1313,VOL X 2,https://liber.cnr.it/tablet/view/1313,1
1,di-du-mo,False,3,1314,VOL X 2,https://liber.cnr.it/tablet/view/1314,1
1,re-wi,False,2,1315,VOL X 2,https://liber.cnr.it/tablet/view/1315,1
1,te-u,False,2,1316,VOL X 2,https://liber.cnr.it/tablet/view/1316,2
2,e-se,False,2,1316,VOL X 2,https://liber.cnr.it/tablet/view/1316,2
1,da-*22-ti,False,3,1318,VOL X 2,https://liber.cnr.it/tablet/view/1318,1
1,po-ko-me,False,3,1319,VOL X 2,https://liber.cnr.it/tablet/view/1319,1
1,ri,False,1,1320,VOL X 2,https://liber.cnr.it/tablet/view/1320,1
1,so,False,1,1321,VOL X 2,https://liber.cnr.it/tablet/view/1321,1
1,ra-so,False,2,1322,VOL X 2,https://liber.cnr.it/tablet/view/1322,1
1,ti-ta-ma,False,3,1323,VOL X 2,https://liber.cnr.it/tablet/view/1323,2
2,ma,False,1,1323,VOL X 2,https://liber.cnr.it/tablet/view/1323,2
1,to-so,False,2,1324,VOL X 2,https://liber.cnr.it/tablet/view/1324,1
1,te-wa,False,2,1325,VOL X 2,https://liber.cnr.it/tablet/view/1325,1
1,da-ma,False,2,1326,VOL X 2,https://liber.cnr.it/tablet/view/1326,1
1,po-ru-o,False,3,1327,VOL X 2,https://liber.cnr.it/tablet/view/1327,1
1,ra,False,1,1328,VOL X 2,https://liber.cnr.it/tablet/view/1328,1
1,me-tu,False,2,1329,VOL X 2,https://liber.cnr.it/tablet/view/1329,3
2,su-ri-jo,False,3,1329,VOL X 2,https://liber.cnr.it/tablet/view/1329,3
3,mo,False,1,1329,VOL X 2,https://liber.cnr.it/tablet/view/1329,3
1,*56-ko-we,False,3,1330,VOL X 2,https://liber.cnr.it/tablet/view/1330,2
2,e-ko-so,False,3,1330,VOL X 2,https://liber.cnr.it/tablet/view/1330,2
1,ru-ka,True,2,1331,VOL X 2,https://liber.cnr.it/tablet/view/1331,3
2,do-ro,True,2,1331,VOL X 2,https://liber.cnr.it/tablet/view/1331,3
3,17,True,1,1331,VOL X 2,https://liber.cnr.it/tablet/view/1331,3
1,no,False,1,1332,VOL X 2,https://liber.cnr.it/tablet/view/1332,2
2,ma-ri,False,2,1332,VOL X 2,https://liber.cnr.it/tablet/view/1332,2
1,me,False,1,1333,VOL X 2,https://liber.cnr.it/tablet/view/1333,1
1,5,False,1,1334,VOL X 2,https://liber.cnr.it/tablet/view/1334,2
2,ke-ro,False,2,1334,VOL X 2,https://liber.cnr.it/tablet/view/1334,2
1,ko-no,False,2,1335,VOL X 2,https://liber.cnr.it/tablet/view/1335,1
1,au,False,1,1336,VOL X 2,https://liber.cnr.it/tablet/view/1336,1
1,pa,False,1,1337,VOL X 2,https://liber.cnr.it/tablet/view/1337,1
1,ka-po,False,2,1338,VOL X 2,https://liber.cnr.it/tablet/view/1338,1
1,to-so,False,2,1339,VOL X 2,https://liber.cnr.it/tablet/view/1339,2
2,qa,False,1,1339,VOL X 2,https://liber.cnr.it/tablet/view/1339,2
1,e-re-pa,False,3,1340,VOL X 2,https://liber.cnr.it/tablet/view/1340,1
1,u-jo,False,2,1341,VOL X 2,https://liber.cnr.it/tablet/view/1341,2
2,e,False,1,1341,VOL X 2,https://liber.cnr.it/tablet/view/1341,2
1,100,False,1,1342,VOL X 2,https://liber.cnr.it/tablet/view/1342,4
2,590,False,1,1342,VOL X 2,https://liber.cnr.it/tablet/view/1342,4
3,separatum,False,1,1342,VOL X 2,https://liber.cnr.it/tablet/view/1342,4
4,300,False,1,1342,VOL X 2,https://liber.cnr.it/tablet/view/1342,4
1,se-to-i-ja,False,4,1343,VOL X 2,https://liber.cnr.it/tablet/view/1343,1
1,so,False,1,1344,VOL X 2,https://liber.cnr.it/tablet/view/1344,1
1,6,False,1,1345,VOL X 2,https://liber.cnr.it/tablet/view/1345,1
1,to-so,False,2,1346,VOL X 2,https://liber.cnr.it/tablet/view/1346,2
2,i-ka,False,2,1346,VOL X 2,https://liber.cnr.it/tablet/view/1346,2
1,du,False,1,1347,VOL X 2,https://liber.cnr.it/tablet/view/1347,1
1,wo,False,1,1348,VOL X 2,https://liber.cnr.it/tablet/view/1348,2
2,7,False,1,1348,VOL X 2,https://liber.cnr.it/tablet/view/1348,2
1,71,False,1,1349,VOL X 2,https://liber.cnr.it/tablet/view/1349,1
1,o-pi,False,2,1350,VOL X 2,https://liber.cnr.it/tablet/view/1350,3
2,pa-i-to,False,3,1350,VOL X 2,https://liber.cnr.it/tablet/view/1350,3
3,pa,False,1,1350,VOL X 2,https://liber.cnr.it/tablet/view/1350,3
1,ru-ki-to,False,3,1351,VOL X 2,https://liber.cnr.it/tablet/view/1351,2
2,pi-po-to,False,3,1351,VOL X 2,https://liber.cnr.it/tablet/view/1351,2
1,[?]-ka-to,False,3,1352,VOL X 2,https://liber.cnr.it/tablet/view/1352,1
1,[?]-pa-jo,False,3,1353,VOL X 2,https://liber.cnr.it/tablet/view/1353,1
1,ku-do-ni-ja,False,4,1354,VOL X 2,https://liber.cnr.it/tablet/view/1354,1
1,da-*22-to,False,3,1355,VOL X 2,https://liber.cnr.it/tablet/view/1355,2
2,*65,False,1,1355,VOL X 2,https://liber.cnr.it/tablet/view/1355,2
1,pa-i-ti-ja,False,4,1356,VOL X 2,https://liber.cnr.it/tablet/view/1356,1
1,a,False,1,1357,VOL X 2,https://liber.cnr.it/tablet/view/1357,4
2,70,False,1,1357,VOL X 2,https://liber.cnr.it/tablet/view/1357,4
3,a-re-ta₂,False,3,1357,VOL X 2,https://liber.cnr.it/tablet/view/1357,4
4,pu-na-so,False,3,1357,VOL X 2,https://liber.cnr.it/tablet/view/1357,4
1,ki-do-ro,True,3,1358,VOL X 2,https://liber.cnr.it/tablet/view/1358,1
1,ka-ne-u-ta,False,4,1359,VOL X 2,https://liber.cnr.it/tablet/view/1359,1
1,u-ta-ni-jo,True,4,1360,VOL X 2,https://liber.cnr.it/tablet/view/1360,1
1,su-ki-ri,False,3,1361,VOL X 2,https://liber.cnr.it/tablet/view/1361,1
1,ko-no-so,False,3,1362,VOL X 2,https://liber.cnr.it/tablet/view/1362,2
2,ta,False,1,1362,VOL X 2,https://liber.cnr.it/tablet/view/1362,2
1,ma-ze-to,False,3,1363,VOL X 2,https://liber.cnr.it/tablet/view/1363,1
1,a-pi-ja-re,False,4,1364,VOL X 2,https://liber.cnr.it/tablet/view/1364,1
1,e-ki-si-jo,False,4,1365,VOL X 2,https://liber.cnr.it/tablet/view/1365,1
1,qo-pa-ra,False,3,1366,VOL X 2,https://liber.cnr.it/tablet/view/1366,1
1,o-ki,False,2,1367,VOL X 2,https://liber.cnr.it/tablet/view/1367,1
1,e-wa,False,2,1368,VOL X 2,https://liber.cnr.it/tablet/view/1368,1
1,su-ko,False,2,1369,VOL X 2,https://liber.cnr.it/tablet/view/1369,3
2,separatum,False,1,1369,VOL X 2,https://liber.cnr.it/tablet/view/1369,3
3,to-sa,False,2,1369,VOL X 2,https://liber.cnr.it/tablet/view/1369,3
1,de-a,False,2,1370,VOL X 2,https://liber.cnr.it/tablet/view/1370,1
1,ke-me,False,2,1371,VOL X 2,https://liber.cnr.it/tablet/view/1371,1
1,to-sa,False,2,1372,VOL X 2,https://liber.cnr.it/tablet/view/1372,1
1,o-pe,False,2,1373,VOL X 2,https://liber.cnr.it/tablet/view/1373,1
1,ka-ni-to,False,3,1374,VOL X 2,https://liber.cnr.it/tablet/view/1374,1
1,da-wo,True,2,1375,VOL X 2,https://liber.cnr.it/tablet/view/1375,1
1,te-ra₂,False,2,1376,VOL X 2,https://liber.cnr.it/tablet/view/1376,1
1,a-mo,False,2,1377,VOL X 2,https://liber.cnr.it/tablet/view/1377,1
1,da-*83,False,2,1378,VOL X 2,https://liber.cnr.it/tablet/view/1378,1
1,to,False,1,1379,VOL X 2,https://liber.cnr.it/tablet/view/1379,1
1,qa-ta₂,False,2,1380,VOL X 2,https://liber.cnr.it/tablet/view/1380,1
1,wo-no,False,2,1382,VOL X 2,https://liber.cnr.it/tablet/view/1382,3
2,qo,False,1,1382,VOL X 2,https://liber.cnr.it/tablet/view/1382,3
3,e-qe,False,2,1382,VOL X 2,https://liber.cnr.it/tablet/view/1382,3
1,te,False,1,1383,VOL X 2,https://liber.cnr.it/tablet/view/1383,1
1,ke-to,False,2,1384,VOL X 2,https://liber.cnr.it/tablet/view/1384,1
1,di-ki-mo,False,3,1385,VOL X 2,https://liber.cnr.it/tablet/view/1385,1
1,to-so,False,2,1386,VOL X 2,https://liber.cnr.it/tablet/view/1386,2
2,a-ze-to,False,3,1386,VOL X 2,https://liber.cnr.it/tablet/view/1386,2
1,pa-i-to,False,3,1387,VOL X 2,https://liber.cnr.it/tablet/view/1387,1
1,o-ka-ra,True,3,1388,VOL X 2,https://liber.cnr.it/tablet/view/1388,1
1,ru-ki-to,False,3,1389,VOL X 2,https://liber.cnr.it/tablet/view/1389,1
1,tu-ni-ja,True,3,1390,VOL X 2,https://liber.cnr.it/tablet/view/1390,1
1,qa,False,1,1391,VOL X 2,https://liber.cnr.it/tablet/view/1391,2
2,a-wi-je-mo,False,4,1391,VOL X 2,https://liber.cnr.it/tablet/view/1391,2
1,ku-do,False,2,1392,VOL X 2,https://liber.cnr.it/tablet/view/1392,1
1,me-ti-[?]-ta,False,4,1393,VOL X 2,https://liber.cnr.it/tablet/view/1393,1
1,ku-ko-wi-ra,True,4,1394,VOL X 2,https://liber.cnr.it/tablet/view/1394,1
1,da-*22,False,2,1395,VOL X 2,https://liber.cnr.it/tablet/view/1395,1
1,tu-ni,False,2,1396,VOL X 2,https://liber.cnr.it/tablet/view/1396,1
1,ku-re,False,2,1397,VOL X 2,https://liber.cnr.it/tablet/view/1397,1
